,age,gender,employment_years,employment_status,monthly_income,monthly_expenses,credit_history_years,past_default,residence_type,loan_amount,education,loan_intent,interest_rate,loan_percent_income,credit_score,loan_status,expense_to_income
14422,24,0,1.0,1,6065.83,4005.66,4.0,0,3,12000.0,0,4,15.23,1.98,647.0,0,0.66
14423,26,0,3.0,0,3785.08,2468.83,4.0,1,0,7488.0,1,1,10.58,1.98,618.0,0,0.65
14424,30,1,8.0,0,9099.08,7739.65,7.0,1,3,18000.0,0,0,8.94,1.98,585.0,0,0.85
14425,40,0,17.0,0,6066.58,4968.88,15.0,1,0,12000.0,0,3,8.94,1.98,679.0,0,0.82
14426,30,1,9.0,0,9100.17,6293.46,8.0,1,0,18000.0,0,2,11.66,1.98,559.0,0,0.69
14427,23,1,0.0,2,6067.0,4112.12,2.0,1,3,12000.0,0,4,9.63,1.98,669.0,0,0.68
14428,45,0,22.0,0,7584.08,5119.78,12.0,1,0,15000.0,3,1,11.01,1.98,656.0,0,0.68
14429,31,1,12.0,0,9101.08,5365.14,8.0,0,3,18000.0,1,3,9.63,1.98,637.0,0,0.59
14430,30,0,5.0,0,9101.42,5556.08,7.0,1,0,18000.0,1,4,8.49,1.98,565.0,0,0.61
14431,23,0,0.0,2,1516.92,1198.9,3.0,0,3,3000.0,3,2,14.63,1.98,558.0,1,0.79
14432,36,1,12.0,0,7079.17,4974.82,11.0,0,0,14000.0,0,5,13.81,1.98,725.0,0,0.7
14433,23,0,1.0,1,8090.67,6119.11,3.0,1,3,16000.0,1,3,13.85,1.98,573.0,0,0.76
14434,25,0,2.0,1,6875.67,5019.74,4.0,0,0,13597.0,1,3,10.02,1.98,650.0,0,0.73
14435,30,1,11.0,0,5056.92,3390.09,5.0,0,3,10000.0,1,3,11.01,1.98,659.0,0,0.67
14436,26,1,1.0,1,8091.08,5686.87,5.0,0,0,16000.0,0,1,7.3,1.98,672.0,0,0.7
14437,27,1,7.0,0,10114.08,7038.79,7.0,0,0,20000.0,0,2,6.17,1.98,701.0,0,0.7
14438,29,0,3.0,0,8900.42,7355.98,6.0,0,3,17600.0,1,0,14.26,1.98,671.0,0,0.83
14439,31,0,7.0,0,9102.83,6430.91,8.0,1,0,18000.0,1,2,11.01,1.98,679.0,0,0.71
14440,26,0,3.0,0,6068.58,4474.22,3.0,1,3,12000.0,0,2,10.65,1.98,621.0,0,0.74
14441,31,0,10.0,0,6574.5,5443.5,8.0,0,3,13000.0,0,3,11.01,1.98,669.0,0,0.83
14442,22,0,1.0,1,6068.83,4872.06,3.0,1,3,12000.0,3,4,8.17,1.98,624.0,0,0.8
14443,40,1,20.0,0,7586.25,5857.13,11.0,1,3,15000.0,0,1,7.29,1.98,633.0,0,0.77
14444,22,1,0.0,2,6069.08,3829.54,3.0,1,0,12000.0,0,1,10.7,1.98,620.0,0,0.63
14445,26,0,1.0,1,7586.58,6241.17,7.0,0,0,15000.0,3,4,14.34,1.98,655.0,1,0.82
14446,33,1,7.0,0,1517.33,1040.1,5.0,0,3,3000.0,4,3,11.83,1.98,575.0,1,0.69
14447,23,0,4.0,0,7586.67,6300.05,2.0,0,0,15000.0,0,3,16.0,1.98,621.0,1,0.83
14448,25,0,2.0,1,7081.08,5426.87,3.0,0,0,14000.0,1,5,5.42,1.98,634.0,0,0.77
14449,25,0,1.0,1,4046.33,2860.21,4.0,1,3,8000.0,4,1,10.38,1.98,693.0,0,0.71
14450,23,0,0.0,2,6069.67,4849.65,3.0,1,3,12000.0,1,1,11.01,1.98,601.0,0,0.8
14451,25,1,3.0,0,1618.58,874.23,2.0,0,2,3200.0,3,5,18.09,1.98,586.0,1,0.54
14452,25,1,1.0,1,10116.33,6718.29,6.0,1,0,20000.0,4,2,6.52,1.98,710.0,0,0.66
14453,34,1,12.0,0,5058.33,4140.85,7.0,1,3,10000.0,3,4,9.97,1.98,654.0,0,0.82
14454,25,1,2.0,1,6323.0,4469.93,3.0,0,0,12500.0,4,1,14.96,1.98,682.0,0,0.71
14455,23,1,0.0,2,1517.58,859.83,3.0,0,3,3000.0,4,2,8.0,1.98,623.0,1,0.57
14456,30,0,9.0,0,7588.0,4886.11,9.0,1,0,15000.0,2,3,7.88,1.98,744.0,0,0.64
14457,31,0,8.0,0,6877.42,4441.97,5.0,1,3,13595.0,4,0,8.13,1.98,676.0,0,0.65
14458,32,1,8.0,0,7588.25,6206.49,6.0,1,0,15000.0,3,4,13.57,1.98,628.0,0,0.82
14459,26,1,3.0,0,4553.08,3301.77,2.0,0,3,9000.0,3,0,10.39,1.98,703.0,0,0.73
14460,47,0,23.0,0,7588.5,5731.76,17.0,1,3,15000.0,3,2,13.48,1.98,575.0,0,0.76
14461,26,1,4.0,0,6070.92,5086.18,2.0,1,3,12000.0,4,0,6.62,1.98,540.0,0,0.84
14462,37,1,13.0,0,4249.67,2480.08,14.0,1,3,8400.0,0,3,13.49,1.98,702.0,0,0.58
14463,24,1,5.0,0,6071.0,3723.24,4.0,1,0,12000.0,3,5,9.62,1.98,593.0,0,0.61
14464,26,1,2.0,1,3288.5,1960.08,4.0,0,1,6500.0,0,5,11.01,1.98,614.0,0,0.6
14465,25,1,1.0,1,7589.0,4388.99,2.0,1,0,15000.0,3,4,9.99,1.98,505.0,0,0.58
14466,23,1,0.0,2,4300.5,3072.56,3.0,0,0,8500.0,3,1,7.74,1.98,594.0,0,0.71
14467,41,1,16.0,0,6071.42,2837.94,13.0,0,2,12000.0,0,4,6.91,1.98,675.0,0,0.47
14468,27,1,2.0,1,6071.5,3642.21,6.0,0,3,12000.0,4,5,13.49,1.98,648.0,0,0.6
14469,22,1,0.0,2,5059.58,3908.62,2.0,1,3,10000.0,1,4,12.21,1.98,486.0,0,0.77
14470,24,1,0.0,2,7589.67,4473.37,4.0,1,3,15000.0,0,4,11.71,1.98,672.0,0,0.59
14471,37,1,14.0,0,6071.75,3551.68,15.0,1,0,12000.0,3,0,12.73,1.98,695.0,0,0.58
14472,26,1,4.0,0,6071.75,4285.73,4.0,1,3,12000.0,0,2,12.87,1.98,614.0,0,0.71
14473,32,0,8.0,0,7589.75,4789.75,9.0,0,3,15000.0,1,2,8.88,1.98,605.0,1,0.63
14474,31,1,10.0,0,6072.0,3725.9,5.0,1,3,12000.0,4,4,13.98,1.98,693.0,0,0.61
14475,24,0,0.0,2,6072.08,3607.0,2.0,1,3,12000.0,4,4,12.21,1.98,586.0,0,0.59
14476,25,1,2.0,1,5060.08,3506.73,3.0,0,2,10000.0,4,5,7.29,1.98,737.0,0,0.69
14477,27,1,5.0,0,7590.17,5255.92,6.0,1,3,15000.0,1,0,10.9,1.98,508.0,0,0.69
14478,31,1,10.0,0,9108.25,4933.69,9.0,1,0,18000.0,1,3,9.96,1.98,708.0,0,0.54
14479,23,1,3.0,0,6679.42,4832.31,4.0,0,0,13200.0,0,1,11.14,1.98,671.0,0,0.72
14480,23,1,0.0,2,5060.25,4035.75,3.0,1,0,10000.0,3,4,10.99,1.98,606.0,0,0.8
14481,27,0,4.0,0,7590.67,6375.74,6.0,1,3,15000.0,1,2,10.64,1.98,535.0,0,0.84
14482,41,1,16.0,0,7084.67,5307.05,13.0,1,0,14000.0,3,1,16.7,1.98,638.0,0,0.75
14483,22,0,0.0,2,5060.5,3861.31,3.0,1,0,10000.0,0,5,14.96,1.98,628.0,0,0.76
14484,25,1,2.0,1,8096.83,6377.65,4.0,0,3,16000.0,3,1,7.74,1.98,649.0,0,0.79
14485,28,0,1.0,1,8096.92,4913.69,7.0,0,2,16000.0,0,2,11.66,1.98,621.0,0,0.61
14486,30,0,6.0,0,5060.58,3473.35,5.0,1,0,10000.0,4,5,10.59,1.98,663.0,0,0.69
14487,24,1,6.0,0,5060.58,3891.36,3.0,1,3,10000.0,3,3,11.01,1.98,709.0,0,0.77
14488,26,1,0.0,2,3299.58,2561.25,4.0,0,3,6520.0,0,1,10.64,1.98,683.0,0,0.78
14489,24,1,4.0,0,6579.08,3867.23,2.0,1,3,13000.0,0,5,11.01,1.98,579.0,0,0.59
14490,26,0,5.0,0,6073.0,4051.35,5.0,1,3,12000.0,3,4,14.25,1.98,643.0,0,0.67
14491,32,0,5.0,0,3036.5,1998.58,9.0,1,3,6000.0,0,5,11.71,1.98,570.0,0,0.66
14492,28,0,7.0,0,7591.33,4171.52,7.0,1,0,15000.0,1,4,14.65,1.98,633.0,0,0.55
14493,29,0,5.0,0,6073.25,5234.93,7.0,1,3,12000.0,1,3,9.91,1.98,665.0,0,0.86
14494,24,1,0.0,2,4580.5,2687.26,4.0,1,0,9050.0,1,5,6.62,1.98,556.0,0,0.59
14495,25,0,6.0,0,7592.0,4510.3,4.0,1,0,15000.0,3,0,9.78,1.98,684.0,0,0.59
14496,25,1,2.0,1,5061.33,3222.55,4.0,1,0,10000.0,1,3,11.66,1.98,654.0,0,0.64
14497,32,0,9.0,0,5061.42,3412.6,8.0,1,3,10000.0,3,0,9.25,1.98,643.0,0,0.67
14498,32,1,11.0,0,4049.25,3439.71,10.0,1,3,8000.0,0,3,9.91,1.98,657.0,0,0.85
14499,31,1,6.0,0,9111.0,7063.33,10.0,1,3,18000.0,1,3,10.76,1.98,645.0,0,0.78
14500,24,1,2.0,1,4049.33,2510.62,3.0,0,3,8000.0,3,3,9.63,1.98,633.0,0,0.62
14501,23,0,3.0,0,7114.75,4652.85,4.0,1,0,14056.0,3,0,14.18,1.98,565.0,0,0.65
14502,25,1,4.0,0,8091.17,5563.74,3.0,1,0,15985.0,4,1,9.92,1.98,644.0,0,0.69
14503,26,1,3.0,0,2024.75,1320.33,4.0,0,0,4000.0,1,5,7.51,1.98,678.0,1,0.65
14504,22,0,0.0,2,7124.75,4995.21,4.0,0,0,14075.0,1,1,14.74,1.98,623.0,0,0.7
14505,22,0,0.0,2,5783.58,3386.29,4.0,1,0,11425.0,1,4,9.91,1.98,692.0,0,0.59
14506,29,0,9.0,0,7593.33,6305.27,9.0,0,3,15000.0,0,4,7.88,1.98,626.0,0,0.83
14507,23,0,4.0,0,7593.33,5710.26,3.0,1,3,15000.0,3,3,11.01,1.98,673.0,0,0.75
14508,23,1,1.0,1,11340.08,8037.37,2.0,1,0,22400.0,3,5,7.49,1.98,615.0,0,0.71
14509,27,0,7.0,0,4050.08,1821.81,6.0,1,2,8000.0,1,5,12.53,1.98,583.0,0,0.45
14510,24,0,0.0,2,4606.08,2448.74,3.0,0,0,9098.0,1,2,6.35,1.98,699.0,0,0.53
14511,23,0,0.0,2,6075.33,4719.1,2.0,1,3,12000.0,1,4,7.88,1.98,605.0,0,0.78
14512,29,0,8.0,0,7594.25,5651.66,10.0,0,0,15000.0,3,3,15.33,1.98,590.0,1,0.74
14513,27,1,8.0,0,5569.42,3539.96,9.0,1,0,11000.0,1,0,5.42,1.98,679.0,0,0.64
14514,28,0,9.0,0,5063.25,3660.2,7.0,1,3,10000.0,3,4,7.88,1.98,696.0,0,0.72
14515,28,1,10.0,0,6076.08,5218.07,6.0,1,3,12000.0,1,4,6.17,1.97,575.0,0,0.86
14516,22,1,2.0,1,6076.08,3744.62,3.0,1,0,12000.0,0,1,10.0,1.97,563.0,0,0.62
14517,25,0,6.0,0,6886.25,4093.66,3.0,0,3,13600.0,4,0,10.0,1.97,592.0,0,0.59
14518,28,0,1.0,1,6076.25,2725.2,5.0,1,2,12000.0,0,3,7.51,1.97,559.0,0,0.45
14519,28,0,4.0,0,6076.33,5130.57,10.0,0,3,12000.0,0,4,12.18,1.97,614.0,0,0.84
14520,30,0,5.0,0,10153.33,7854.21,6.0,0,3,20051.0,1,0,18.21,1.97,692.0,1,0.77
14521,32,0,13.0,0,6583.0,5293.05,6.0,0,3,13000.0,3,0,12.53,1.97,670.0,0,0.8
14522,28,0,7.0,0,7089.42,3255.64,8.0,1,2,14000.0,1,5,16.29,1.97,648.0,0,0.46
14523,24,1,1.0,1,6076.92,4229.63,3.0,1,0,12000.0,0,5,7.9,1.97,512.0,0,0.7
14524,25,0,1.0,1,9115.42,5715.36,2.0,0,0,18000.0,1,2,9.91,1.97,636.0,0,0.63
14525,40,1,20.0,0,7090.25,4092.59,14.0,1,0,14000.0,0,1,9.99,1.97,475.0,0,0.58
14526,30,1,5.0,0,5064.58,3005.2,8.0,1,0,10000.0,1,0,11.01,1.97,643.0,0,0.59
14527,30,0,7.0,0,6077.5,5206.13,10.0,1,3,12000.0,3,4,11.43,1.97,647.0,0,0.86
14528,31,0,10.0,0,5571.08,4257.79,9.0,1,3,11000.0,3,3,10.16,1.97,674.0,0,0.76
14529,23,0,3.0,0,5900.33,4116.12,2.0,1,3,11650.0,3,3,13.47,1.97,642.0,0,0.7
14530,22,0,0.0,2,6584.08,4607.01,4.0,1,0,13000.0,3,4,14.35,1.97,591.0,0,0.7
14531,23,1,2.0,1,9116.75,6875.94,4.0,1,3,18000.0,4,4,8.88,1.97,684.0,0,0.75
14532,26,1,4.0,0,5065.0,2701.49,3.0,0,0,10000.0,0,0,11.01,1.97,593.0,0,0.53
14533,22,0,0.0,2,6078.17,3599.89,3.0,1,0,12000.0,0,4,13.99,1.97,621.0,0,0.59
14534,25,1,3.0,0,7091.25,4867.84,2.0,0,0,14000.0,3,5,5.42,1.97,622.0,0,0.69
14535,30,0,5.0,0,7598.17,4692.46,7.0,1,0,15000.0,3,5,11.48,1.97,605.0,0,0.62
14536,36,0,12.0,0,7598.25,5456.82,16.0,0,0,15000.0,0,1,12.18,1.97,660.0,0,0.72
14537,21,1,0.0,2,5065.58,3631.99,4.0,1,3,10000.0,0,1,6.16,1.97,653.0,0,0.72
14538,22,1,2.0,1,6585.33,4223.25,3.0,1,3,13000.0,3,1,13.66,1.97,567.0,0,0.64
14539,22,1,0.0,2,6585.42,4461.03,2.0,1,0,13000.0,0,1,13.23,1.97,593.0,0,0.68
14540,37,1,15.0,0,3771.0,2125.76,9.0,0,0,7444.0,0,4,9.27,1.97,675.0,0,0.56
14541,23,0,1.0,1,4306.0,2490.22,3.0,1,3,8500.0,4,1,6.92,1.97,658.0,0,0.58
14542,27,1,5.0,0,6079.08,4492.39,6.0,1,3,12000.0,1,2,13.21,1.97,694.0,0,0.74
14543,25,1,3.0,0,6079.08,3967.68,2.0,0,3,12000.0,3,1,7.9,1.97,597.0,0,0.65
14544,22,1,1.0,1,6585.75,3680.45,2.0,1,0,13000.0,0,0,10.38,1.97,609.0,0,0.56
14545,24,1,0.0,2,6079.17,4154.99,2.0,1,3,12000.0,1,0,12.28,1.97,596.0,0,0.68
14546,23,1,0.0,2,6079.17,3227.72,3.0,1,0,12000.0,3,1,5.99,1.97,607.0,0,0.53
14547,23,0,0.0,2,7599.0,5013.85,3.0,0,3,15000.0,3,4,13.57,1.97,639.0,1,0.66
14548,25,1,3.0,0,6079.42,5085.92,4.0,1,3,12000.0,3,5,11.86,1.97,659.0,0,0.84
14549,25,1,0.0,2,7092.67,5600.63,4.0,0,0,14000.0,0,0,10.25,1.97,630.0,0,0.79
14550,28,1,6.0,0,7599.33,5194.66,9.0,1,0,15000.0,3,2,8.9,1.97,620.0,0,0.68
14551,34,1,12.0,0,7092.92,4705.14,6.0,1,0,14000.0,3,5,15.92,1.97,636.0,0,0.66
14552,22,1,2.0,1,6079.67,4599.87,2.0,0,3,12000.0,0,1,10.99,1.97,616.0,0,0.76
14553,31,0,10.0,0,6079.92,4310.8,10.0,0,3,12000.0,4,2,7.49,1.97,687.0,0,0.71
14554,30,1,4.0,0,6080.17,4083.09,7.0,1,3,12000.0,0,4,10.99,1.97,536.0,0,0.67
14555,24,0,2.0,1,6080.17,4349.29,4.0,0,3,12000.0,3,1,10.99,1.97,636.0,0,0.72
14556,30,0,5.0,0,10133.83,9109.74,6.0,0,3,20000.0,4,3,18.3,1.97,689.0,1,0.9
14557,30,0,6.0,0,10134.25,8083.15,7.0,0,3,20000.0,1,0,17.9,1.97,549.0,1,0.8
14558,28,1,9.0,0,6080.58,3513.49,8.0,0,0,12000.0,1,0,5.79,1.97,718.0,0,0.58
14559,27,0,0.0,2,5573.92,3824.08,10.0,0,0,11000.0,1,4,7.49,1.97,601.0,0,0.69
14560,23,1,0.0,2,7297.0,4730.2,3.0,0,3,14400.0,1,0,11.14,1.97,685.0,0,0.65
14561,24,0,4.0,0,6080.83,5201.85,4.0,1,3,12000.0,4,1,9.99,1.97,658.0,0,0.86
14562,23,1,0.0,2,6081.08,4602.96,2.0,0,0,12000.0,0,1,7.88,1.97,589.0,0,0.76
14563,37,1,14.0,0,6588.0,5106.86,12.0,1,3,13000.0,4,1,12.99,1.97,605.0,0,0.78
14564,25,1,2.0,1,6081.58,3968.21,3.0,0,0,12000.0,1,1,13.11,1.97,668.0,0,0.65
14565,24,1,1.0,1,7587.83,5098.75,4.0,0,0,14972.0,1,1,9.94,1.97,678.0,0,0.67
14566,23,1,1.0,1,5574.83,2471.79,3.0,1,2,11000.0,3,1,10.38,1.97,656.0,0,0.44
14567,23,1,1.0,1,5068.08,3317.38,4.0,1,0,10000.0,1,5,11.51,1.97,704.0,0,0.65
14568,34,1,10.0,0,7095.5,4080.93,6.0,0,0,14000.0,1,4,16.4,1.97,651.0,0,0.58
14569,29,0,4.0,0,4561.58,3442.2,7.0,0,3,9000.0,3,0,12.69,1.97,632.0,0,0.75
14570,24,0,1.0,1,6082.25,4320.17,2.0,0,0,12000.0,3,3,9.99,1.97,634.0,0,0.71
14571,30,1,8.0,0,4283.0,2897.6,7.0,0,3,8450.0,0,3,8.59,1.97,655.0,0,0.68
14572,25,1,0.0,2,4587.17,4017.3,4.0,1,3,9050.0,1,1,6.73,1.97,679.0,0,0.88
14573,25,0,2.0,1,6082.5,4247.85,3.0,1,0,12000.0,3,1,7.9,1.97,576.0,0,0.7
14574,30,0,7.0,0,2534.42,1918.5,7.0,0,3,5000.0,0,3,6.91,1.97,627.0,0,0.76
14575,22,0,0.0,2,6589.67,5350.73,4.0,1,3,13000.0,3,1,11.01,1.97,663.0,0,0.81
14576,29,0,6.0,0,5069.08,3515.67,8.0,1,0,10000.0,3,4,7.44,1.97,664.0,0,0.69
14577,22,1,2.0,1,3295.0,2525.41,2.0,1,3,6500.0,1,4,11.83,1.97,603.0,0,0.77
14578,22,1,0.0,2,5069.25,4215.92,3.0,1,3,10000.0,1,3,7.88,1.97,614.0,0,0.83
14579,24,0,2.0,1,6083.5,3741.49,3.0,1,3,12000.0,0,4,9.38,1.97,692.0,0,0.62
14580,30,0,6.0,0,7604.58,5212.41,8.0,0,0,15000.0,0,2,12.98,1.97,682.0,0,0.69
14581,24,0,0.0,2,7082.17,5241.12,3.0,0,0,13969.0,0,0,11.68,1.97,698.0,0,0.74
14582,40,1,21.0,0,6083.92,3843.22,16.0,0,0,12000.0,0,0,9.6,1.97,713.0,0,0.63
14583,29,1,7.0,0,7976.67,5709.77,5.0,0,3,15733.0,2,1,13.05,1.97,625.0,1,0.72
14584,23,0,2.0,1,5070.17,2589.4,4.0,0,0,10000.0,0,1,6.03,1.97,684.0,0,0.51
14585,23,0,1.0,1,6084.25,4131.95,4.0,1,0,12000.0,3,4,10.75,1.97,545.0,0,0.68
14586,23,1,1.0,1,6591.33,4232.41,2.0,1,0,13000.0,3,1,10.55,1.97,672.0,0,0.64
14587,23,1,3.0,0,3295.75,2197.3,2.0,0,2,6500.0,1,5,8.59,1.97,653.0,0,0.67
14588,24,0,0.0,2,4867.67,3237.35,4.0,1,0,9600.0,3,5,11.01,1.97,504.0,0,0.67
14589,26,1,2.0,1,5070.67,3097.28,3.0,1,0,10000.0,3,4,7.51,1.97,652.0,0,0.61
14590,29,0,7.0,0,5070.83,3639.19,6.0,0,3,10000.0,0,0,11.26,1.97,633.0,0,0.72
14591,30,0,8.0,0,7606.58,5909.97,10.0,0,0,15000.0,4,4,7.81,1.97,575.0,0,0.78
14592,33,0,13.0,0,5071.08,3036.8,5.0,0,0,10000.0,4,4,9.99,1.97,680.0,0,0.6
14593,22,0,3.0,0,7606.75,5947.24,2.0,1,0,15000.0,3,3,14.27,1.97,659.0,0,0.78
14594,24,1,1.0,1,5071.17,3989.33,2.0,1,3,10000.0,1,4,11.71,1.97,540.0,0,0.79
14595,30,1,8.0,0,2535.58,2133.77,5.0,0,3,5000.0,0,3,6.91,1.97,579.0,0,0.84
14596,24,0,4.0,0,8113.92,4325.72,2.0,0,0,16000.0,4,4,7.88,1.97,721.0,0,0.53
14597,23,1,0.0,2,6085.5,4003.04,3.0,1,3,12000.0,3,0,12.61,1.97,672.0,0,0.66
14598,23,1,0.0,2,5071.25,4189.62,3.0,1,3,10000.0,0,3,7.69,1.97,624.0,0,0.83
14599,32,0,9.0,0,10142.83,8563.13,8.0,1,3,20000.0,1,4,9.88,1.97,537.0,0,0.84
14600,33,1,11.0,0,7100.25,5386.5,10.0,1,0,14000.0,0,5,10.42,1.97,616.0,0,0.76
14601,24,1,0.0,2,4158.75,3209.49,4.0,0,3,8200.0,4,3,11.36,1.97,662.0,0,0.77
14602,33,1,8.0,0,5071.67,3611.74,7.0,0,0,10000.0,0,2,9.99,1.97,662.0,0,0.71
14603,22,1,0.0,2,4108.08,2409.23,3.0,1,0,8100.0,3,4,7.14,1.97,467.0,0,0.59
14604,33,0,10.0,0,4868.92,3060.13,7.0,1,3,9600.0,0,3,16.29,1.97,673.0,0,0.63
14605,35,1,11.0,0,6086.17,5284.36,9.0,1,3,12000.0,0,4,7.33,1.97,638.0,0,0.87
14606,24,1,1.0,1,6086.58,4519.59,3.0,1,3,12000.0,4,1,8.9,1.97,596.0,0,0.74
14607,23,0,2.0,1,5072.17,4221.53,2.0,0,3,10000.0,0,0,11.01,1.97,661.0,0,0.83
14608,21,0,0.0,2,7608.42,5787.78,4.0,1,3,15000.0,1,3,10.37,1.97,650.0,0,0.76
14609,23,1,0.0,2,4057.83,2404.75,3.0,1,3,8000.0,1,1,11.44,1.97,605.0,0,0.59
14610,30,1,5.0,0,3297.0,2707.12,5.0,1,0,6500.0,1,5,11.01,1.97,595.0,0,0.82
14611,46,1,24.0,0,4078.67,2683.37,12.0,1,3,8041.0,0,5,11.96,1.97,651.0,0,0.66
14612,23,1,0.0,2,3043.42,2467.27,4.0,0,3,6000.0,3,4,13.61,1.97,611.0,0,0.81
14613,22,1,3.0,0,5072.5,3794.77,4.0,1,3,10000.0,1,3,12.99,1.97,700.0,0,0.75
14614,32,0,12.0,0,7101.83,5329.47,10.0,0,0,14000.0,4,5,7.49,1.97,679.0,0,0.75
14615,32,0,8.0,0,7609.17,5859.8,5.0,1,0,15000.0,1,1,11.58,1.97,637.0,0,0.77
14616,31,0,12.0,0,5580.33,4336.51,9.0,1,3,11000.0,1,5,11.01,1.97,658.0,0,0.78
14617,26,0,5.0,0,5073.08,3886.05,2.0,1,3,10000.0,0,2,6.91,1.97,651.0,0,0.77
14618,37,0,16.0,0,6087.75,3636.92,14.0,0,0,12000.0,3,0,12.83,1.97,667.0,0,0.6
14619,28,0,4.0,0,7609.75,4951.68,7.0,1,0,15000.0,3,5,8.76,1.97,615.0,0,0.65
14620,22,1,0.0,2,6595.17,5068.88,4.0,1,3,13000.0,3,1,14.24,1.97,694.0,0,0.77
14621,36,0,18.0,0,5073.25,4113.27,13.0,0,0,10000.0,4,0,6.03,1.97,627.0,0,0.81
14622,30,0,10.0,0,5073.25,2647.04,7.0,1,2,10000.0,0,0,15.95,1.97,673.0,0,0.52
14623,29,1,4.0,0,5523.0,2997.96,5.0,0,0,10886.0,0,4,7.77,1.97,685.0,0,0.54
14624,35,0,11.0,0,6088.25,3291.47,9.0,1,0,12000.0,1,0,13.11,1.97,585.0,0,0.54
14625,25,0,4.0,0,6088.75,3361.31,4.0,1,0,12000.0,3,1,16.77,1.97,682.0,0,0.55
14626,28,0,4.0,0,4566.58,3146.66,6.0,1,3,9000.0,0,3,14.65,1.97,505.0,0,0.69
14627,26,1,4.0,0,5479.92,3308.43,3.0,1,0,10800.0,0,4,7.88,1.97,691.0,0,0.6
14628,25,1,2.0,1,5074.0,3956.24,3.0,1,3,10000.0,1,0,10.95,1.97,552.0,0,0.78
14629,29,0,6.0,0,6088.92,5094.63,6.0,1,3,12000.0,1,4,14.22,1.97,669.0,0,0.84
14630,22,0,4.0,0,5074.17,3776.22,3.0,0,3,10000.0,1,3,6.17,1.97,632.0,0,0.74
14631,26,1,5.0,0,5074.25,4075.44,3.0,1,3,10000.0,1,4,8.5,1.97,533.0,0,0.8
14632,24,1,0.0,2,3044.67,2205.29,3.0,0,3,6000.0,1,2,15.99,1.97,703.0,1,0.72
14633,30,1,8.0,0,5581.92,3384.4,8.0,1,0,11000.0,1,3,10.88,1.97,676.0,0,0.61
14634,22,1,0.0,2,5074.5,4238.31,4.0,0,3,10000.0,3,1,7.88,1.97,605.0,0,0.84
14635,22,1,0.0,2,4059.75,2405.59,2.0,1,2,8000.0,4,1,5.79,1.97,709.0,0,0.59
14636,46,0,25.0,0,7104.58,4785.53,16.0,1,3,14000.0,0,2,11.26,1.97,652.0,0,0.67
14637,37,0,18.0,0,6089.75,3557.65,17.0,1,0,12000.0,2,1,12.73,1.97,645.0,0,0.58
14638,28,1,4.0,0,6089.75,4364.12,10.0,1,3,12000.0,1,5,9.91,1.97,613.0,0,0.72
14639,25,1,2.0,1,2029.92,1340.99,3.0,0,3,4000.0,0,0,8.63,1.97,618.0,1,0.66
14640,22,1,0.0,2,3691.92,2974.06,3.0,1,0,7275.0,1,3,6.03,1.97,648.0,0,0.81
14641,30,0,12.0,0,6089.83,4876.52,9.0,0,3,12000.0,3,4,11.71,1.97,616.0,0,0.8
14642,26,1,2.0,1,6386.25,3940.47,5.0,1,3,12584.0,0,2,9.59,1.97,621.0,0,0.62
14643,49,1,25.0,0,5074.92,2928.41,15.0,1,0,10000.0,3,0,9.07,1.97,684.0,0,0.58
14644,26,1,3.0,0,6090.0,4316.63,3.0,0,0,12000.0,1,2,10.42,1.97,676.0,0,0.71
14645,23,1,0.0,2,6090.0,4682.89,3.0,0,3,12000.0,1,3,6.03,1.97,709.0,0,0.77
14646,23,1,0.0,2,5075.0,3756.19,4.0,1,3,10000.0,3,1,7.56,1.97,637.0,0,0.74
14647,33,0,10.0,0,5075.17,4334.4,8.0,1,3,10000.0,0,4,11.01,1.97,643.0,0,0.85
14648,30,1,8.0,0,5075.17,2910.35,9.0,1,0,10000.0,0,5,11.01,1.97,676.0,0,0.57
14649,30,1,9.0,0,5075.17,3498.11,7.0,0,3,10000.0,1,3,12.33,1.97,639.0,0,0.69
14650,21,1,0.0,2,7105.25,5616.3,3.0,1,3,14000.0,4,4,6.99,1.97,637.0,0,0.79
14651,31,0,5.0,0,9135.42,6513.74,10.0,1,0,18000.0,1,3,11.0,1.97,581.0,0,0.71
14652,38,1,17.0,0,5126.17,3434.79,16.0,1,3,10100.0,3,0,11.49,1.97,646.0,0,0.67
14653,46,0,21.0,0,5075.42,3498.51,14.0,1,0,10000.0,2,0,9.98,1.97,723.0,0,0.69
14654,40,0,20.0,0,4568.0,3931.47,13.0,0,3,9000.0,1,1,8.94,1.97,720.0,0,0.86
14655,22,1,0.0,2,6090.67,4795.13,3.0,0,3,12000.0,1,3,10.37,1.97,617.0,0,0.79
14656,25,1,2.0,1,2711.5,1521.96,3.0,1,3,5342.0,0,3,9.57,1.97,664.0,0,0.56
14657,21,0,0.0,2,6091.17,4635.68,3.0,1,0,12000.0,0,1,11.36,1.97,615.0,0,0.76
14658,26,0,7.0,0,5424.75,3337.13,4.0,1,0,10687.0,2,0,6.27,1.97,649.0,0,0.62
14659,24,1,3.0,0,7106.58,5838.79,3.0,1,0,14000.0,0,5,5.92,1.97,669.0,0,0.82
14660,28,1,6.0,0,5076.17,3172.37,5.0,1,2,10000.0,0,1,7.49,1.97,681.0,0,0.62
